"","Data Series","Time","Exports"
"3661","Brazil (Thousand Dollars)","2019 Mar",140679
"3662","Brazil (Thousand Dollars)","2019 Feb",133785
"3663","Brazil (Thousand Dollars)","2019 Jan",184489
"3664","Brazil (Thousand Dollars)","2018 Dec",100763
"3665","Brazil (Thousand Dollars)","2018 Nov",122283
"3666","Brazil (Thousand Dollars)","2018 Oct",165612
"3667","Brazil (Thousand Dollars)","2018 Sep",136865
"3668","Brazil (Thousand Dollars)","2018 Aug",169953
"3669","Brazil (Thousand Dollars)","2018 Jul",146580
"3670","Brazil (Thousand Dollars)","2018 Jun",120237
"3671","Brazil (Thousand Dollars)","2018 May",141053
"3672","Brazil (Thousand Dollars)","2018 Apr",139526
"3673","Brazil (Thousand Dollars)","2018 Mar",120952
"3674","Brazil (Thousand Dollars)","2018 Feb",106794
"3675","Brazil (Thousand Dollars)","2018 Jan",96032
"3676","Chile (Thousand Dollars)","2022 Jan",44153
"3677","Chile (Thousand Dollars)","2021 Dec",11418
"3678","Chile (Thousand Dollars)","2021 Nov",8008
"3679","Chile (Thousand Dollars)","2021 Oct",9500
"3680","Chile (Thousand Dollars)","2021 Sep",8571
"3681","Chile (Thousand Dollars)","2021 Aug",7373
"3682","Chile (Thousand Dollars)","2021 Jul",8260
"3683","Chile (Thousand Dollars)","2021 Jun",9418
"3684","Chile (Thousand Dollars)","2021 May",9304
"3685","Chile (Thousand Dollars)","2021 Apr",8803
"3686","Chile (Thousand Dollars)","2021 Mar",11969
"3687","Chile (Thousand Dollars)","2021 Feb",10479
"3688","Chile (Thousand Dollars)","2021 Jan",37295
"3689","Chile (Thousand Dollars)","2020 Dec",9352
"3690","Chile (Thousand Dollars)","2020 Nov",39681
"3691","Chile (Thousand Dollars)","2020 Oct",8325
"3692","Chile (Thousand Dollars)","2020 Sep",8011
"3693","Chile (Thousand Dollars)","2020 Aug",9114
"3694","Chile (Thousand Dollars)","2020 Jul",7410
"3695","Chile (Thousand Dollars)","2020 Jun",45535
"3696","Chile (Thousand Dollars)","2020 May",17493
"3697","Chile (Thousand Dollars)","2020 Apr",41143
"3698","Chile (Thousand Dollars)","2020 Mar",7821
"3699","Chile (Thousand Dollars)","2020 Feb",7761
"3700","Chile (Thousand Dollars)","2020 Jan",7662
"3701","Chile (Thousand Dollars)","2019 Dec",44977
"3702","Chile (Thousand Dollars)","2019 Nov",10514
"3703","Chile (Thousand Dollars)","2019 Oct",10588
"3704","Chile (Thousand Dollars)","2019 Sep",12560
"3705","Chile (Thousand Dollars)","2019 Aug",9107
"3706","Chile (Thousand Dollars)","2019 Jul",12517
"3707","Chile (Thousand Dollars)","2019 Jun",7455
"3708","Chile (Thousand Dollars)","2019 May",9247
"3709","Chile (Thousand Dollars)","2019 Apr",11489
"3710","Chile (Thousand Dollars)","2019 Mar",6184
"3711","Chile (Thousand Dollars)","2019 Feb",5726
"3712","Chile (Thousand Dollars)","2019 Jan",6511
"3713","Chile (Thousand Dollars)","2018 Dec",9693
"3714","Chile (Thousand Dollars)","2018 Nov",7015
"3715","Chile (Thousand Dollars)","2018 Oct",12681
"3716","Chile (Thousand Dollars)","2018 Sep",6727
"3717","Chile (Thousand Dollars)","2018 Aug",6896
"3718","Chile (Thousand Dollars)","2018 Jul",14521
"3719","Chile (Thousand Dollars)","2018 Jun",7719
"3720","Chile (Thousand Dollars)","2018 May",6216
"3721","Chile (Thousand Dollars)","2018 Apr",8686
"3722","Chile (Thousand Dollars)","2018 Mar",9807
"3723","Chile (Thousand Dollars)","2018 Feb",12096
"3724","Chile (Thousand Dollars)","2018 Jan",8256
"3725","Colombia (Thousand Dollars)","2022 Jan",12948
"3726","Colombia (Thousand Dollars)","2021 Dec",17770
"3727","Colombia (Thousand Dollars)","2021 Nov",10298
"3728","Colombia (Thousand Dollars)","2021 Oct",9976
"3729","Colombia (Thousand Dollars)","2021 Sep",8408
"3730","Colombia (Thousand Dollars)","2021 Aug",14789
"3731","Colombia (Thousand Dollars)","2021 Jul",9625
"3732","Colombia (Thousand Dollars)","2021 Jun",11034
"3733","Colombia (Thousand Dollars)","2021 May",8745
"3734","Colombia (Thousand Dollars)","2021 Apr",9633
"3735","Colombia (Thousand Dollars)","2021 Mar",12873
"3736","Colombia (Thousand Dollars)","2021 Feb",6364
"3737","Colombia (Thousand Dollars)","2021 Jan",8665
"3738","Colombia (Thousand Dollars)","2020 Dec",5912
"3739","Colombia (Thousand Dollars)","2020 Nov",8180
"3740","Colombia (Thousand Dollars)","2020 Oct",7973
"3741","Colombia (Thousand Dollars)","2020 Sep",6980
"3742","Colombia (Thousand Dollars)","2020 Aug",7655
"3743","Colombia (Thousand Dollars)","2020 Jul",6075
"3744","Colombia (Thousand Dollars)","2020 Jun",9394
"3745","Colombia (Thousand Dollars)","2020 May",6001
"3746","Colombia (Thousand Dollars)","2020 Apr",8058
"3747","Colombia (Thousand Dollars)","2020 Mar",11027
"3748","Colombia (Thousand Dollars)","2020 Feb",10956
"3749","Colombia (Thousand Dollars)","2020 Jan",7089
"3750","Colombia (Thousand Dollars)","2019 Dec",11657
"3751","Colombia (Thousand Dollars)","2019 Nov",18540
"3752","Colombia (Thousand Dollars)","2019 Oct",11544
"3753","Colombia (Thousand Dollars)","2019 Sep",9816
"3754","Colombia (Thousand Dollars)","2019 Aug",9299
"3755","Colombia (Thousand Dollars)","2019 Jul",12218
"3756","Colombia (Thousand Dollars)","2019 Jun",9987
"3757","Colombia (Thousand Dollars)","2019 May",11289
"3758","Colombia (Thousand Dollars)","2019 Apr",11672
"3759","Colombia (Thousand Dollars)","2019 Mar",11269
"3760","Colombia (Thousand Dollars)","2019 Feb",18461
"3761","Colombia (Thousand Dollars)","2019 Jan",11883
"3762","Colombia (Thousand Dollars)","2018 Dec",12328
"3763","Colombia (Thousand Dollars)","2018 Nov",23970
"3764","Colombia (Thousand Dollars)","2018 Oct",10897
"3765","Colombia (Thousand Dollars)","2018 Sep",10552
"3766","Colombia (Thousand Dollars)","2018 Aug",26636
"3767","Colombia (Thousand Dollars)","2018 Jul",51415
"3768","Colombia (Thousand Dollars)","2018 Jun",9175
"3769","Colombia (Thousand Dollars)","2018 May",8645
"3770","Colombia (Thousand Dollars)","2018 Apr",9591
"3771","Colombia (Thousand Dollars)","2018 Mar",10156
"3772","Colombia (Thousand Dollars)","2018 Feb",11220
"3773","Colombia (Thousand Dollars)","2018 Jan",10043
"3774","Ecuador (Thousand Dollars)","2022 Jan",6781
"3775","Ecuador (Thousand Dollars)","2021 Dec",35531
"3776","Ecuador (Thousand Dollars)","2021 Nov",40022
"3777","Ecuador (Thousand Dollars)","2021 Oct",7273
"3778","Ecuador (Thousand Dollars)","2021 Sep",4676
"3779","Ecuador (Thousand Dollars)","2021 Aug",4689
"3780","Ecuador (Thousand Dollars)","2021 Jul",8489
"3781","Ecuador (Thousand Dollars)","2021 Jun",4785
"3782","Ecuador (Thousand Dollars)","2021 May",4955
"3783","Ecuador (Thousand Dollars)","2021 Apr",4006
"3784","Ecuador (Thousand Dollars)","2021 Mar",4695
"3785","Ecuador (Thousand Dollars)","2021 Feb",6047
"3786","Ecuador (Thousand Dollars)","2021 Jan",4126
"3787","Ecuador (Thousand Dollars)","2020 Dec",2958
"3788","Ecuador (Thousand Dollars)","2020 Nov",5051
"3789","Ecuador (Thousand Dollars)","2020 Oct",23623
"3790","Ecuador (Thousand Dollars)","2020 Sep",5932
"3791","Ecuador (Thousand Dollars)","2020 Aug",5163
"3792","Ecuador (Thousand Dollars)","2020 Jul",2188
"3793","Ecuador (Thousand Dollars)","2020 Jun",4438
"3794","Ecuador (Thousand Dollars)","2020 May",3799
"3795","Ecuador (Thousand Dollars)","2020 Apr",5059
"3796","Ecuador (Thousand Dollars)","2020 Mar",3880
"3797","Ecuador (Thousand Dollars)","2020 Feb",4424
"3798","Ecuador (Thousand Dollars)","2020 Jan",5009
"3799","Ecuador (Thousand Dollars)","2019 Dec",3451
"3800","Ecuador (Thousand Dollars)","2019 Nov",10809
"3801","Ecuador (Thousand Dollars)","2019 Oct",5133
"3802","Ecuador (Thousand Dollars)","2019 Sep",6938
"3803","Ecuador (Thousand Dollars)","2019 Aug",13751
"3804","Ecuador (Thousand Dollars)","2019 Jul",11037
"3805","Ecuador (Thousand Dollars)","2019 Jun",6252
"3806","Ecuador (Thousand Dollars)","2019 May",12836
"3807","Ecuador (Thousand Dollars)","2019 Apr",12303
"3808","Ecuador (Thousand Dollars)","2019 Mar",7724
"3809","Ecuador (Thousand Dollars)","2019 Feb",8830
"3810","Ecuador (Thousand Dollars)","2019 Jan",7854
"3811","Ecuador (Thousand Dollars)","2018 Dec",11153
"3812","Ecuador (Thousand Dollars)","2018 Nov",9332
"3813","Ecuador (Thousand Dollars)","2018 Oct",11928
"3814","Ecuador (Thousand Dollars)","2018 Sep",11809
"3815","Ecuador (Thousand Dollars)","2018 Aug",9606
"3816","Ecuador (Thousand Dollars)","2018 Jul",10778
"3817","Ecuador (Thousand Dollars)","2018 Jun",8528
"3818","Ecuador (Thousand Dollars)","2018 May",6900
"3819","Ecuador (Thousand Dollars)","2018 Apr",8030
"3820","Ecuador (Thousand Dollars)","2018 Mar",7548
"3821","Ecuador (Thousand Dollars)","2018 Feb",5150
"3822","Ecuador (Thousand Dollars)","2018 Jan",5270
"3823","Mexico (Thousand Dollars)","2022 Jan",212582
"3824","Mexico (Thousand Dollars)","2021 Dec",249178
"3825","Mexico (Thousand Dollars)","2021 Nov",191192
"3826","Mexico (Thousand Dollars)","2021 Oct",208634
"3827","Mexico (Thousand Dollars)","2021 Sep",218560
"3828","Mexico (Thousand Dollars)","2021 Aug",233421
"3829","Mexico (Thousand Dollars)","2021 Jul",209944
"3830","Mexico (Thousand Dollars)","2021 Jun",160101
"3831","Mexico (Thousand Dollars)","2021 May",144758
"3832","Mexico (Thousand Dollars)","2021 Apr",159720
"3833","Mexico (Thousand Dollars)","2021 Mar",165516
"3834","Mexico (Thousand Dollars)","2021 Feb",110962
"3835","Mexico (Thousand Dollars)","2021 Jan",131358
"3836","Mexico (Thousand Dollars)","2020 Dec",142122
"3837","Mexico (Thousand Dollars)","2020 Nov",119971
"3838","Mexico (Thousand Dollars)","2020 Oct",162314
"3839","Mexico (Thousand Dollars)","2020 Sep",146966
"3840","Mexico (Thousand Dollars)","2020 Aug",147966
"3841","Mexico (Thousand Dollars)","2020 Jul",165632
"3842","Mexico (Thousand Dollars)","2020 Jun",125643
"3843","Mexico (Thousand Dollars)","2020 May",108984
"3844","Mexico (Thousand Dollars)","2020 Apr",164619
"3845","Mexico (Thousand Dollars)","2020 Mar",209119
"3846","Mexico (Thousand Dollars)","2020 Feb",142174
"3847","Mexico (Thousand Dollars)","2020 Jan",133156
"3848","Mexico (Thousand Dollars)","2019 Dec",132499
"3849","Mexico (Thousand Dollars)","2019 Nov",150497
"3850","Mexico (Thousand Dollars)","2019 Oct",185124
"3851","Mexico (Thousand Dollars)","2019 Sep",165753
"3852","Mexico (Thousand Dollars)","2019 Aug",176862
"3853","Mexico (Thousand Dollars)","2019 Jul",181901
"3854","Mexico (Thousand Dollars)","2019 Jun",177217
"3855","Mexico (Thousand Dollars)","2019 May",180107
"3856","Mexico (Thousand Dollars)","2019 Apr",171142
"3857","Mexico (Thousand Dollars)","2019 Mar",152231
"3858","Mexico (Thousand Dollars)","2019 Feb",108947
"3859","Mexico (Thousand Dollars)","2019 Jan",149619
"3860","Mexico (Thousand Dollars)","2018 Dec",130346
"3861","Mexico (Thousand Dollars)","2018 Nov",119489
"3862","Mexico (Thousand Dollars)","2018 Oct",123413
"3863","Mexico (Thousand Dollars)","2018 Sep",140781
"3864","Mexico (Thousand Dollars)","2018 Aug",197951
"3865","Mexico (Thousand Dollars)","2018 Jul",170042
"3866","Mexico (Thousand Dollars)","2018 Jun",116161
"3867","Mexico (Thousand Dollars)","2018 May",135856
"3868","Mexico (Thousand Dollars)","2018 Apr",120866
"3869","Mexico (Thousand Dollars)","2018 Mar",128888
"3870","Mexico (Thousand Dollars)","2018 Feb",80103
"3871","Mexico (Thousand Dollars)","2018 Jan",91426
"3872","Paraguay (Thousand Dollars)","2022 Jan",1677
"3873","Paraguay (Thousand Dollars)","2021 Dec",713
"3874","Paraguay (Thousand Dollars)","2021 Nov",1007
"3875","Paraguay (Thousand Dollars)","2021 Oct",726
"3876","Paraguay (Thousand Dollars)","2021 Sep",148
"3877","Paraguay (Thousand Dollars)","2021 Aug",443
"3878","Paraguay (Thousand Dollars)","2021 Jul",664
"3879","Paraguay (Thousand Dollars)","2021 Jun",429
"3880","Paraguay (Thousand Dollars)","2021 May",371
"3881","Paraguay (Thousand Dollars)","2021 Apr",1663
"3882","Paraguay (Thousand Dollars)","2021 Mar",385
"3883","Paraguay (Thousand Dollars)","2021 Feb",457
"3884","Paraguay (Thousand Dollars)","2021 Jan",484
"3885","Paraguay (Thousand Dollars)","2020 Dec",2166
"3886","Paraguay (Thousand Dollars)","2020 Nov",600
"3887","Paraguay (Thousand Dollars)","2020 Oct",445
"3888","Paraguay (Thousand Dollars)","2020 Sep",1032
"3889","Paraguay (Thousand Dollars)","2020 Aug",985
"3890","Paraguay (Thousand Dollars)","2020 Jul",411
"3891","Paraguay (Thousand Dollars)","2020 Jun",233
"3892","Paraguay (Thousand Dollars)","2020 May",955
"3893","Paraguay (Thousand Dollars)","2020 Apr",308
"3894","Paraguay (Thousand Dollars)","2020 Mar",194
"3895","Paraguay (Thousand Dollars)","2020 Feb",809
"3896","Paraguay (Thousand Dollars)","2020 Jan",306
"3897","Paraguay (Thousand Dollars)","2019 Dec",298
"3898","Paraguay (Thousand Dollars)","2019 Nov",1022
"3899","Paraguay (Thousand Dollars)","2019 Oct",616
"3900","Paraguay (Thousand Dollars)","2019 Sep",327
"3901","Paraguay (Thousand Dollars)","2019 Aug",738
"3902","Paraguay (Thousand Dollars)","2019 Jul",554
"3903","Paraguay (Thousand Dollars)","2019 Jun",286
"3904","Paraguay (Thousand Dollars)","2019 May",145
"3905","Paraguay (Thousand Dollars)","2019 Apr",514
"3906","Paraguay (Thousand Dollars)","2019 Mar",1023
"3907","Paraguay (Thousand Dollars)","2019 Feb",398
"3908","Paraguay (Thousand Dollars)","2019 Jan",360
"3909","Paraguay (Thousand Dollars)","2018 Dec",229
"3910","Paraguay (Thousand Dollars)","2018 Nov",777
"3911","Paraguay (Thousand Dollars)","2018 Oct",610
"3912","Paraguay (Thousand Dollars)","2018 Sep",970
"3913","Paraguay (Thousand Dollars)","2018 Aug",709
"3914","Paraguay (Thousand Dollars)","2018 Jul",437
"3915","Paraguay (Thousand Dollars)","2018 Jun",499
"3916","Paraguay (Thousand Dollars)","2018 May",362
"3917","Paraguay (Thousand Dollars)","2018 Apr",661
"3918","Paraguay (Thousand Dollars)","2018 Mar",633
"3919","Paraguay (Thousand Dollars)","2018 Feb",162
"3920","Paraguay (Thousand Dollars)","2018 Jan",522
"3921","Peru (Thousand Dollars)","2022 Jan",8443
"3922","Peru (Thousand Dollars)","2021 Dec",11564
"3923","Peru (Thousand Dollars)","2021 Nov",12624
"3924","Peru (Thousand Dollars)","2021 Oct",7368
"3925","Peru (Thousand Dollars)","2021 Sep",8286
"3926","Peru (Thousand Dollars)","2021 Aug",11184
"3927","Peru (Thousand Dollars)","2021 Jul",8858
"3928","Peru (Thousand Dollars)","2021 Jun",7252
"3929","Peru (Thousand Dollars)","2021 May",6540
"3930","Peru (Thousand Dollars)","2021 Apr",4768
"3931","Peru (Thousand Dollars)","2021 Mar",8272
"3932","Peru (Thousand Dollars)","2021 Feb",5422
"3933","Peru (Thousand Dollars)","2021 Jan",6264
"3934","Peru (Thousand Dollars)","2020 Dec",6953
"3935","Peru (Thousand Dollars)","2020 Nov",9320
"3936","Peru (Thousand Dollars)","2020 Oct",16089
"3937","Peru (Thousand Dollars)","2020 Sep",4889
"3938","Peru (Thousand Dollars)","2020 Aug",5884
"3939","Peru (Thousand Dollars)","2020 Jul",5655
"3940","Peru (Thousand Dollars)","2020 Jun",7489
"3941","Peru (Thousand Dollars)","2020 May",7726
"3942","Peru (Thousand Dollars)","2020 Apr",5264
"3943","Peru (Thousand Dollars)","2020 Mar",6874
"3944","Peru (Thousand Dollars)","2020 Feb",7514
"3945","Peru (Thousand Dollars)","2020 Jan",6536
"3946","Peru (Thousand Dollars)","2019 Dec",5727
"3947","Peru (Thousand Dollars)","2019 Nov",5532
"3948","Peru (Thousand Dollars)","2019 Oct",5991
"3949","Peru (Thousand Dollars)","2019 Sep",5903
"3950","Peru (Thousand Dollars)","2019 Aug",5220
"3951","Peru (Thousand Dollars)","2019 Jul",5534
"3952","Peru (Thousand Dollars)","2019 Jun",5471
"3953","Peru (Thousand Dollars)","2019 May",5745
"3954","Peru (Thousand Dollars)","2019 Apr",7916
"3955","Peru (Thousand Dollars)","2019 Mar",8961
"3956","Peru (Thousand Dollars)","2019 Feb",6442
"3957","Peru (Thousand Dollars)","2019 Jan",5268
"3958","Peru (Thousand Dollars)","2018 Dec",6955
"3959","Peru (Thousand Dollars)","2018 Nov",5451
"3960","Peru (Thousand Dollars)","2018 Oct",6536
"3961","Peru (Thousand Dollars)","2018 Sep",4282
"3962","Peru (Thousand Dollars)","2018 Aug",5320
"3963","Peru (Thousand Dollars)","2018 Jul",5993
"3964","Peru (Thousand Dollars)","2018 Jun",6046
"3965","Peru (Thousand Dollars)","2018 May",9756
"3966","Peru (Thousand Dollars)","2018 Apr",7784
"3967","Peru (Thousand Dollars)","2018 Mar",6591
"3968","Peru (Thousand Dollars)","2018 Feb",7435
"3969","Peru (Thousand Dollars)","2018 Jan",8632
"3970","Uruguay (Thousand Dollars)","2022 Jan",1943
"3971","Uruguay (Thousand Dollars)","2021 Dec",1117
"3972","Uruguay (Thousand Dollars)","2021 Nov",1578
"3973","Uruguay (Thousand Dollars)","2021 Oct",718
"3974","Uruguay (Thousand Dollars)","2021 Sep",1663
"3975","Uruguay (Thousand Dollars)","2021 Aug",882
"3976","Uruguay (Thousand Dollars)","2021 Jul",1731
"3977","Uruguay (Thousand Dollars)","2021 Jun",1047
"3978","Uruguay (Thousand Dollars)","2021 May",858
"3979","Uruguay (Thousand Dollars)","2021 Apr",690
"3980","Uruguay (Thousand Dollars)","2021 Mar",1942
"3981","Uruguay (Thousand Dollars)","2021 Feb",453
"3982","Uruguay (Thousand Dollars)","2021 Jan",1010
"3983","Uruguay (Thousand Dollars)","2020 Dec",567
"3984","Uruguay (Thousand Dollars)","2020 Nov",1025
"3985","Uruguay (Thousand Dollars)","2020 Oct",1782
"3986","Uruguay (Thousand Dollars)","2020 Sep",886
"3987","Uruguay (Thousand Dollars)","2020 Aug",1454
"3988","Uruguay (Thousand Dollars)","2020 Jul",1179
"3989","Uruguay (Thousand Dollars)","2020 Jun",663
"3990","Uruguay (Thousand Dollars)","2020 May",933
"3991","Uruguay (Thousand Dollars)","2020 Apr",394
"3992","Uruguay (Thousand Dollars)","2020 Mar",1159
"3993","Uruguay (Thousand Dollars)","2020 Feb",443
"3994","Uruguay (Thousand Dollars)","2020 Jan",1250
"3995","Uruguay (Thousand Dollars)","2019 Dec",1277
"3996","Uruguay (Thousand Dollars)","2019 Nov",1265
"3997","Uruguay (Thousand Dollars)","2019 Oct",3634
"3998","Uruguay (Thousand Dollars)","2019 Sep",1670
"3999","Uruguay (Thousand Dollars)","2019 Aug",3020
"4000","Uruguay (Thousand Dollars)","2019 Jul",917
"4001","Uruguay (Thousand Dollars)","2019 Jun",947
"4002","Uruguay (Thousand Dollars)","2019 May",1976
"4003","Uruguay (Thousand Dollars)","2019 Apr",1185
"4004","Uruguay (Thousand Dollars)","2019 Mar",4405
"4005","Uruguay (Thousand Dollars)","2019 Feb",2485
"4006","Uruguay (Thousand Dollars)","2019 Jan",2652
"4007","Uruguay (Thousand Dollars)","2018 Dec",1999
"4008","Uruguay (Thousand Dollars)","2018 Nov",1699
"4009","Uruguay (Thousand Dollars)","2018 Oct",2289
"4010","Uruguay (Thousand Dollars)","2018 Sep",1136
"4011","Uruguay (Thousand Dollars)","2018 Aug",1284
"4012","Uruguay (Thousand Dollars)","2018 Jul",1002
"4013","Uruguay (Thousand Dollars)","2018 Jun",3942
"4014","Uruguay (Thousand Dollars)","2018 May",1717
"4015","Uruguay (Thousand Dollars)","2018 Apr",1243
"4016","Uruguay (Thousand Dollars)","2018 Mar",2210
"4017","Uruguay (Thousand Dollars)","2018 Feb",1798
"4018","Uruguay (Thousand Dollars)","2018 Jan",2029
"4019","Venezuela (Thousand Dollars)","2022 Jan",285
