"","Data Series","Time","Exports"
"4620","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2020 Dec",NA
"4621","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2020 Nov",NA
"4622","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2020 Oct",NA
"4623","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2020 Sep",NA
"4624","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2020 Aug",NA
"4625","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2020 Jul",NA
"4626","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2020 Jun",NA
"4627","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2020 May",NA
"4628","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2020 Apr",NA
"4629","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2020 Mar",NA
"4630","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2020 Feb",NA
"4631","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2020 Jan",NA
"4632","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2019 Dec",NA
"4633","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2019 Nov",NA
"4634","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2019 Oct",NA
"4635","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2019 Sep",NA
"4636","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2019 Aug",NA
"4637","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2019 Jul",NA
"4638","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2019 Jun",NA
"4639","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2019 May",NA
"4640","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2019 Apr",NA
"4641","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2019 Mar",NA
"4642","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2019 Feb",NA
"4643","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2019 Jan",NA
"4644","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2018 Dec",NA
"4645","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2018 Nov",NA
"4646","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2018 Oct",NA
"4647","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2018 Sep",NA
"4648","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2018 Aug",NA
"4649","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2018 Jul",NA
"4650","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2018 Jun",NA
"4651","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2018 May",NA
"4652","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2018 Apr",NA
"4653","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2018 Mar",NA
"4654","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2018 Feb",NA
"4655","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2018 Jan",NA
"4656","Total Merchandise Exports -> European Union (Million Dollars):","2022 Jan",NA
"4657","Total Merchandise Exports -> European Union (Million Dollars):","2021 Dec",NA
"4658","Total Merchandise Exports -> European Union (Million Dollars):","2021 Nov",NA
"4659","Total Merchandise Exports -> European Union (Million Dollars):","2021 Oct",NA
"4660","Total Merchandise Exports -> European Union (Million Dollars):","2021 Sep",NA
"4661","Total Merchandise Exports -> European Union (Million Dollars):","2021 Aug",NA
"4662","Total Merchandise Exports -> European Union (Million Dollars):","2021 Jul",NA
"4663","Total Merchandise Exports -> European Union (Million Dollars):","2021 Jun",NA
"4664","Total Merchandise Exports -> European Union (Million Dollars):","2021 May",NA
"4665","Total Merchandise Exports -> European Union (Million Dollars):","2021 Apr",NA
"4666","Total Merchandise Exports -> European Union (Million Dollars):","2021 Mar",NA
"4667","Total Merchandise Exports -> European Union (Million Dollars):","2021 Feb",NA
"4668","Total Merchandise Exports -> European Union (Million Dollars):","2021 Jan",NA
"4669","Total Merchandise Exports -> European Union (Million Dollars):","2020 Dec",NA
"4670","Total Merchandise Exports -> European Union (Million Dollars):","2020 Nov",NA
"4671","Total Merchandise Exports -> European Union (Million Dollars):","2020 Oct",NA
"4672","Total Merchandise Exports -> European Union (Million Dollars):","2020 Sep",NA
"4673","Total Merchandise Exports -> European Union (Million Dollars):","2020 Aug",NA
"4674","Total Merchandise Exports -> European Union (Million Dollars):","2020 Jul",NA
"4675","Total Merchandise Exports -> European Union (Million Dollars):","2020 Jun",NA
"4676","Total Merchandise Exports -> European Union (Million Dollars):","2020 May",NA
"4677","Total Merchandise Exports -> European Union (Million Dollars):","2020 Apr",NA
"4678","Total Merchandise Exports -> European Union (Million Dollars):","2020 Mar",NA
"4679","Total Merchandise Exports -> European Union (Million Dollars):","2020 Feb",NA
"4680","Total Merchandise Exports -> European Union (Million Dollars):","2020 Jan",NA
"4681","Total Merchandise Exports -> European Union (Million Dollars):","2019 Dec",NA
"4682","Total Merchandise Exports -> European Union (Million Dollars):","2019 Nov",NA
"4683","Total Merchandise Exports -> European Union (Million Dollars):","2019 Oct",NA
"4684","Total Merchandise Exports -> European Union (Million Dollars):","2019 Sep",NA
"4685","Total Merchandise Exports -> European Union (Million Dollars):","2019 Aug",NA
"4686","Total Merchandise Exports -> European Union (Million Dollars):","2019 Jul",NA
"4687","Total Merchandise Exports -> European Union (Million Dollars):","2019 Jun",NA
"4688","Total Merchandise Exports -> European Union (Million Dollars):","2019 May",NA
"4689","Total Merchandise Exports -> European Union (Million Dollars):","2019 Apr",NA
"4690","Total Merchandise Exports -> European Union (Million Dollars):","2019 Mar",NA
"4691","Total Merchandise Exports -> European Union (Million Dollars):","2019 Feb",NA
"4692","Total Merchandise Exports -> European Union (Million Dollars):","2019 Jan",NA
"4693","Total Merchandise Exports -> European Union (Million Dollars):","2018 Dec",NA
"4694","Total Merchandise Exports -> European Union (Million Dollars):","2018 Nov",NA
"4695","Total Merchandise Exports -> European Union (Million Dollars):","2018 Oct",NA
"4696","Total Merchandise Exports -> European Union (Million Dollars):","2018 Sep",NA
"4697","Total Merchandise Exports -> European Union (Million Dollars):","2018 Aug",NA
"4698","Total Merchandise Exports -> European Union (Million Dollars):","2018 Jul",NA
"4699","Total Merchandise Exports -> European Union (Million Dollars):","2018 Jun",NA
"4700","Total Merchandise Exports -> European Union (Million Dollars):","2018 May",NA
"4701","Total Merchandise Exports -> European Union (Million Dollars):","2018 Apr",NA
"4702","Total Merchandise Exports -> European Union (Million Dollars):","2018 Mar",NA
"4703","Total Merchandise Exports -> European Union (Million Dollars):","2018 Feb",NA
"4704","Total Merchandise Exports -> European Union (Million Dollars):","2018 Jan",NA
"4705","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2022 Jan",NA
"4706","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2021 Dec",NA
"4707","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2021 Nov",NA
"4708","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2021 Oct",NA
"4709","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2021 Sep",NA
"4710","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2021 Aug",NA
"4711","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2021 Jul",NA
"4712","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2021 Jun",NA
"4713","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2021 May",NA
"4714","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2021 Apr",NA
"4715","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2021 Mar",NA
"4716","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2021 Feb",NA
"4717","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2021 Jan",NA
"4718","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2020 Dec",NA
"4719","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2020 Nov",NA
"4720","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2020 Oct",NA
"4721","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2020 Sep",NA
"4722","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2020 Aug",NA
"4723","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2020 Jul",NA
"4724","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2020 Jun",NA
"4725","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2020 May",NA
"4726","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2020 Apr",NA
"4727","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2020 Mar",NA
"4728","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2020 Feb",NA
"4729","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2020 Jan",NA
"4730","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2019 Dec",NA
"4731","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2019 Nov",NA
"4732","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2019 Oct",NA
"4733","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2019 Sep",NA
"4734","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2019 Aug",NA
"4735","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2019 Jul",NA
"4736","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2019 Jun",NA
"4737","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2019 May",NA
"4738","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2019 Apr",NA
"4739","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2019 Mar",NA
"4740","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2019 Feb",NA
"4741","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2019 Jan",NA
"4742","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2018 Dec",NA
"4743","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2018 Nov",NA
"4744","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2018 Oct",NA
"4745","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2018 Sep",NA
"4746","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2018 Aug",NA
"4747","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2018 Jul",NA
"4748","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2018 Jun",NA
"4749","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2018 May",NA
"4750","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2018 Apr",NA
"4751","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2018 Mar",NA
"4752","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2018 Feb",NA
"4753","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2018 Jan",NA
"4754",NA,"2022 Jan",NA
"4755",NA,"2021 Dec",NA
"4756",NA,"2021 Nov",NA
"4757",NA,"2021 Oct",NA
"4758",NA,"2021 Sep",NA
"4759",NA,"2021 Aug",NA
"4760",NA,"2021 Jul",NA
"4761",NA,"2021 Jun",NA
"4762",NA,"2021 May",NA
"4763",NA,"2021 Apr",NA
"4764",NA,"2021 Mar",NA
"4765",NA,"2021 Feb",NA
"4766",NA,"2021 Jan",NA
"4767",NA,"2020 Dec",NA
"4768",NA,"2020 Nov",NA
"4769",NA,"2020 Oct",NA
"4770",NA,"2020 Sep",NA
"4771",NA,"2020 Aug",NA
"4772",NA,"2020 Jul",NA
"4773",NA,"2020 Jun",NA
"4774",NA,"2020 May",NA
"4775",NA,"2020 Apr",NA
"4776",NA,"2020 Mar",NA
"4777",NA,"2020 Feb",NA
"4778",NA,"2020 Jan",NA
"4779",NA,"2019 Dec",NA
"4780",NA,"2019 Nov",NA
"4781",NA,"2019 Oct",NA
"4782",NA,"2019 Sep",NA
"4783",NA,"2019 Aug",NA
"4784",NA,"2019 Jul",NA
"4785",NA,"2019 Jun",NA
"4786",NA,"2019 May",NA
"4787",NA,"2019 Apr",NA
"4788",NA,"2019 Mar",NA
"4789",NA,"2019 Feb",NA
"4790",NA,"2019 Jan",NA
"4791",NA,"2018 Dec",NA
"4792",NA,"2018 Nov",NA
"4793",NA,"2018 Oct",NA
"4794",NA,"2018 Sep",NA
"4795",NA,"2018 Aug",NA
"4796",NA,"2018 Jul",NA
"4797",NA,"2018 Jun",NA
"4798",NA,"2018 May",NA
"4799",NA,"2018 Apr",NA
"4800",NA,"2018 Mar",NA
"4801",NA,"2018 Feb",NA
"4802",NA,"2018 Jan",NA
"4803","Definitions","2022 Jan",NA
"4804","Definitions","2021 Dec",NA
"4805","Definitions","2021 Nov",NA
"4806","Definitions","2021 Oct",NA
"4807","Definitions","2021 Sep",NA
"4808","Definitions","2021 Aug",NA
"4809","Definitions","2021 Jul",NA
"4810","Definitions","2021 Jun",NA
"4811","Definitions","2021 May",NA
"4812","Definitions","2021 Apr",NA
"4813","Definitions","2021 Mar",NA
"4814","Definitions","2021 Feb",NA
"4815","Definitions","2021 Jan",NA
"4816","Definitions","2020 Dec",NA
"4817","Definitions","2020 Nov",NA
"4818","Definitions","2020 Oct",NA
"4819","Definitions","2020 Sep",NA
"4820","Definitions","2020 Aug",NA
"4821","Definitions","2020 Jul",NA
"4822","Definitions","2020 Jun",NA
"4823","Definitions","2020 May",NA
"4824","Definitions","2020 Apr",NA
"4825","Definitions","2020 Mar",NA
"4826","Definitions","2020 Feb",NA
"4827","Definitions","2020 Jan",NA
"4828","Definitions","2019 Dec",NA
"4829","Definitions","2019 Nov",NA
"4830","Definitions","2019 Oct",NA
"4831","Definitions","2019 Sep",NA
"4832","Definitions","2019 Aug",NA
"4833","Definitions","2019 Jul",NA
"4834","Definitions","2019 Jun",NA
"4835","Definitions","2019 May",NA
"4836","Definitions","2019 Apr",NA
"4837","Definitions","2019 Mar",NA
"4838","Definitions","2019 Feb",NA
"4839","Definitions","2019 Jan",NA
"4840","Definitions","2018 Dec",NA
"4841","Definitions","2018 Nov",NA
"4842","Definitions","2018 Oct",NA
"4843","Definitions","2018 Sep",NA
"4844","Definitions","2018 Aug",NA
"4845","Definitions","2018 Jul",NA
"4846","Definitions","2018 Jun",NA
"4847","Definitions","2018 May",NA
"4848","Definitions","2018 Apr",NA
"4849","Definitions","2018 Mar",NA
"4850","Definitions","2018 Feb",NA
"4851","Definitions","2018 Jan",NA
"4852","Merchandise Exports:","2022 Jan",NA
"4853","Merchandise Exports:","2021 Dec",NA
"4854","Merchandise Exports:","2021 Nov",NA
"4855","Merchandise Exports:","2021 Oct",NA
"4856","Merchandise Exports:","2021 Sep",NA
"4857","Merchandise Exports:","2021 Aug",NA
"4858","Merchandise Exports:","2021 Jul",NA
"4859","Merchandise Exports:","2021 Jun",NA
"4860","Merchandise Exports:","2021 May",NA
"4861","Merchandise Exports:","2021 Apr",NA
"4862","Merchandise Exports:","2021 Mar",NA
"4863","Merchandise Exports:","2021 Feb",NA
"4864","Merchandise Exports:","2021 Jan",NA
"4865","Merchandise Exports:","2020 Dec",NA
"4866","Merchandise Exports:","2020 Nov",NA
"4867","Merchandise Exports:","2020 Oct",NA
"4868","Merchandise Exports:","2020 Sep",NA
"4869","Merchandise Exports:","2020 Aug",NA
"4870","Merchandise Exports:","2020 Jul",NA
"4871","Merchandise Exports:","2020 Jun",NA
"4872","Merchandise Exports:","2020 May",NA
"4873","Merchandise Exports:","2020 Apr",NA
"4874","Merchandise Exports:","2020 Mar",NA
"4875","Merchandise Exports:","2020 Feb",NA
"4876","Merchandise Exports:","2020 Jan",NA
"4877","Merchandise Exports:","2019 Dec",NA
"4878","Merchandise Exports:","2019 Nov",NA
"4879","Merchandise Exports:","2019 Oct",NA
"4880","Merchandise Exports:","2019 Sep",NA
"4881","Merchandise Exports:","2019 Aug",NA
