"","Data Series","Time","Imports"
"5781","South Sudan (Thousand Dollars)","2018 Feb",4
"5782","South Sudan (Thousand Dollars)","2018 Jan",2
"5783","Other Countries In Oceania (Thousand Dollars)","2022 Jan",555
"5784","Other Countries In Oceania (Thousand Dollars)","2021 Dec",242
"5785","Other Countries In Oceania (Thousand Dollars)","2021 Nov",654
"5786","Other Countries In Oceania (Thousand Dollars)","2021 Oct",841
"5787","Other Countries In Oceania (Thousand Dollars)","2021 Sep",1233
"5788","Other Countries In Oceania (Thousand Dollars)","2021 Aug",11673
"5789","Other Countries In Oceania (Thousand Dollars)","2021 Jul",165
"5790","Other Countries In Oceania (Thousand Dollars)","2021 Jun",1024
"5791","Other Countries In Oceania (Thousand Dollars)","2021 May",374
"5792","Other Countries In Oceania (Thousand Dollars)","2021 Apr",707
"5793","Other Countries In Oceania (Thousand Dollars)","2021 Mar",583
"5794","Other Countries In Oceania (Thousand Dollars)","2021 Feb",6180
"5795","Other Countries In Oceania (Thousand Dollars)","2021 Jan",299
"5796","Other Countries In Oceania (Thousand Dollars)","2020 Dec",3960
"5797","Other Countries In Oceania (Thousand Dollars)","2020 Nov",6415
"5798","Other Countries In Oceania (Thousand Dollars)","2020 Oct",4694
"5799","Other Countries In Oceania (Thousand Dollars)","2020 Sep",13863
"5800","Other Countries In Oceania (Thousand Dollars)","2020 Aug",5759
"5801","Other Countries In Oceania (Thousand Dollars)","2020 Jul",2701
"5802","Other Countries In Oceania (Thousand Dollars)","2020 Jun",1257
"5803","Other Countries In Oceania (Thousand Dollars)","2020 May",714
"5804","Other Countries In Oceania (Thousand Dollars)","2020 Apr",2366
"5805","Other Countries In Oceania (Thousand Dollars)","2020 Mar",346
"5806","Other Countries In Oceania (Thousand Dollars)","2020 Feb",848
"5807","Other Countries In Oceania (Thousand Dollars)","2020 Jan",2103
"5808","Other Countries In Oceania (Thousand Dollars)","2019 Dec",1343
"5809","Other Countries In Oceania (Thousand Dollars)","2019 Nov",1431
"5810","Other Countries In Oceania (Thousand Dollars)","2019 Oct",6539
"5811","Other Countries In Oceania (Thousand Dollars)","2019 Sep",768
"5812","Other Countries In Oceania (Thousand Dollars)","2019 Aug",2165
"5813","Other Countries In Oceania (Thousand Dollars)","2019 Jul",2845
"5814","Other Countries In Oceania (Thousand Dollars)","2019 Jun",525
"5815","Other Countries In Oceania (Thousand Dollars)","2019 May",396
"5816","Other Countries In Oceania (Thousand Dollars)","2019 Apr",170
"5817","Other Countries In Oceania (Thousand Dollars)","2019 Mar",328
"5818","Other Countries In Oceania (Thousand Dollars)","2019 Feb",940
"5819","Other Countries In Oceania (Thousand Dollars)","2019 Jan",1927
"5820","Other Countries In Oceania (Thousand Dollars)","2018 Dec",522
"5821","Other Countries In Oceania (Thousand Dollars)","2018 Nov",794
"5822","Other Countries In Oceania (Thousand Dollars)","2018 Oct",883
"5823","Other Countries In Oceania (Thousand Dollars)","2018 Sep",260
"5824","Other Countries In Oceania (Thousand Dollars)","2018 Aug",3220
"5825","Other Countries In Oceania (Thousand Dollars)","2018 Jul",2229
"5826","Other Countries In Oceania (Thousand Dollars)","2018 Jun",1194
"5827","Other Countries In Oceania (Thousand Dollars)","2018 May",2244
"5828","Other Countries In Oceania (Thousand Dollars)","2018 Apr",612
"5829","Other Countries In Oceania (Thousand Dollars)","2018 Mar",1630
"5830","Other Countries In Oceania (Thousand Dollars)","2018 Feb",317
"5831","Other Countries In Oceania (Thousand Dollars)","2018 Jan",1219
"5832","Commonwealth Of Independent States (Thousand Dollars)","2022 Jan",851550
"5833","Commonwealth Of Independent States (Thousand Dollars)","2021 Dec",1284255
"5834","Commonwealth Of Independent States (Thousand Dollars)","2021 Nov",528714
"5835","Commonwealth Of Independent States (Thousand Dollars)","2021 Oct",651746
"5836","Commonwealth Of Independent States (Thousand Dollars)","2021 Sep",183325
"5837","Commonwealth Of Independent States (Thousand Dollars)","2021 Aug",251962
"5838","Commonwealth Of Independent States (Thousand Dollars)","2021 Jul",459893
"5839","Commonwealth Of Independent States (Thousand Dollars)","2021 Jun",322355
"5840","Commonwealth Of Independent States (Thousand Dollars)","2021 May",299298
"5841","Commonwealth Of Independent States (Thousand Dollars)","2021 Apr",329976
"5842","Commonwealth Of Independent States (Thousand Dollars)","2021 Mar",662110
"5843","Commonwealth Of Independent States (Thousand Dollars)","2021 Feb",249138
"5844","Commonwealth Of Independent States (Thousand Dollars)","2021 Jan",255076
"5845","Commonwealth Of Independent States (Thousand Dollars)","2020 Dec",334499
"5846","Commonwealth Of Independent States (Thousand Dollars)","2020 Nov",266754
"5847","Commonwealth Of Independent States (Thousand Dollars)","2020 Oct",196344
"5848","Commonwealth Of Independent States (Thousand Dollars)","2020 Sep",267925
"5849","Commonwealth Of Independent States (Thousand Dollars)","2020 Aug",111769
"5850","Commonwealth Of Independent States (Thousand Dollars)","2020 Jul",121840
"5851","Commonwealth Of Independent States (Thousand Dollars)","2020 Jun",138743
"5852","Commonwealth Of Independent States (Thousand Dollars)","2020 May",95398
"5853","Commonwealth Of Independent States (Thousand Dollars)","2020 Apr",99266
"5854","Commonwealth Of Independent States (Thousand Dollars)","2020 Mar",112905
"5855","Commonwealth Of Independent States (Thousand Dollars)","2020 Feb",152797
"5856","Commonwealth Of Independent States (Thousand Dollars)","2020 Jan",354678
"5857","Commonwealth Of Independent States (Thousand Dollars)","2019 Dec",254456
"5858","Commonwealth Of Independent States (Thousand Dollars)","2019 Nov",296042
"5859","Commonwealth Of Independent States (Thousand Dollars)","2019 Oct",459380
"5860","Commonwealth Of Independent States (Thousand Dollars)","2019 Sep",522807
"5861","Commonwealth Of Independent States (Thousand Dollars)","2019 Aug",362819
"5862","Commonwealth Of Independent States (Thousand Dollars)","2019 Jul",316063
"5863","Commonwealth Of Independent States (Thousand Dollars)","2019 Jun",606095
"5864","Commonwealth Of Independent States (Thousand Dollars)","2019 May",858731
"5865","Commonwealth Of Independent States (Thousand Dollars)","2019 Apr",1001219
"5866","Commonwealth Of Independent States (Thousand Dollars)","2019 Mar",412261
"5867","Commonwealth Of Independent States (Thousand Dollars)","2019 Feb",806722
"5868","Commonwealth Of Independent States (Thousand Dollars)","2019 Jan",1171918
"5869","Commonwealth Of Independent States (Thousand Dollars)","2018 Dec",757377
"5870","Commonwealth Of Independent States (Thousand Dollars)","2018 Nov",836387
"5871","Commonwealth Of Independent States (Thousand Dollars)","2018 Oct",717737
"5872","Commonwealth Of Independent States (Thousand Dollars)","2018 Sep",677534
"5873","Commonwealth Of Independent States (Thousand Dollars)","2018 Aug",677870
"5874","Commonwealth Of Independent States (Thousand Dollars)","2018 Jul",692962
"5875","Commonwealth Of Independent States (Thousand Dollars)","2018 Jun",726135
"5876","Commonwealth Of Independent States (Thousand Dollars)","2018 May",742959
"5877","Commonwealth Of Independent States (Thousand Dollars)","2018 Apr",675344
"5878","Commonwealth Of Independent States (Thousand Dollars)","2018 Mar",628512
"5879","Commonwealth Of Independent States (Thousand Dollars)","2018 Feb",816212
"5880","Commonwealth Of Independent States (Thousand Dollars)","2018 Jan",466519
"5881",NA,"2022 Jan",NA
"5882",NA,"2021 Dec",NA
"5883",NA,"2021 Nov",NA
"5884",NA,"2021 Oct",NA
"5885",NA,"2021 Sep",NA
"5886",NA,"2021 Aug",NA
"5887",NA,"2021 Jul",NA
"5888",NA,"2021 Jun",NA
"5889",NA,"2021 May",NA
"5890",NA,"2021 Apr",NA
"5891",NA,"2021 Mar",NA
"5892",NA,"2021 Feb",NA
"5893",NA,"2021 Jan",NA
"5894",NA,"2020 Dec",NA
"5895",NA,"2020 Nov",NA
"5896",NA,"2020 Oct",NA
"5897",NA,"2020 Sep",NA
"5898",NA,"2020 Aug",NA
"5899",NA,"2020 Jul",NA
"5900",NA,"2020 Jun",NA
"5901",NA,"2020 May",NA
"5902",NA,"2020 Apr",NA
"5903",NA,"2020 Mar",NA
"5904",NA,"2020 Feb",NA
"5905",NA,"2020 Jan",NA
"5906",NA,"2019 Dec",NA
"5907",NA,"2019 Nov",NA
"5908",NA,"2019 Oct",NA
"5909",NA,"2019 Sep",NA
"5910",NA,"2019 Aug",NA
"5911",NA,"2019 Jul",NA
"5912",NA,"2019 Jun",NA
"5913",NA,"2019 May",NA
"5914",NA,"2019 Apr",NA
"5915",NA,"2019 Mar",NA
"5916",NA,"2019 Feb",NA
"5917",NA,"2019 Jan",NA
"5918",NA,"2018 Dec",NA
"5919",NA,"2018 Nov",NA
"5920",NA,"2018 Oct",NA
"5921",NA,"2018 Sep",NA
"5922",NA,"2018 Aug",NA
"5923",NA,"2018 Jul",NA
"5924",NA,"2018 Jun",NA
"5925",NA,"2018 May",NA
"5926",NA,"2018 Apr",NA
"5927",NA,"2018 Mar",NA
"5928",NA,"2018 Feb",NA
"5929",NA,"2018 Jan",NA
"5930","Footnotes:","2022 Jan",NA
"5931","Footnotes:","2021 Dec",NA
"5932","Footnotes:","2021 Nov",NA
"5933","Footnotes:","2021 Oct",NA
"5934","Footnotes:","2021 Sep",NA
"5935","Footnotes:","2021 Aug",NA
"5936","Footnotes:","2021 Jul",NA
"5937","Footnotes:","2021 Jun",NA
"5938","Footnotes:","2021 May",NA
"5939","Footnotes:","2021 Apr",NA
"5940","Footnotes:","2021 Mar",NA
"5941","Footnotes:","2021 Feb",NA
"5942","Footnotes:","2021 Jan",NA
"5943","Footnotes:","2020 Dec",NA
"5944","Footnotes:","2020 Nov",NA
"5945","Footnotes:","2020 Oct",NA
"5946","Footnotes:","2020 Sep",NA
"5947","Footnotes:","2020 Aug",NA
"5948","Footnotes:","2020 Jul",NA
"5949","Footnotes:","2020 Jun",NA
"5950","Footnotes:","2020 May",NA
"5951","Footnotes:","2020 Apr",NA
"5952","Footnotes:","2020 Mar",NA
"5953","Footnotes:","2020 Feb",NA
"5954","Footnotes:","2020 Jan",NA
"5955","Footnotes:","2019 Dec",NA
"5956","Footnotes:","2019 Nov",NA
"5957","Footnotes:","2019 Oct",NA
"5958","Footnotes:","2019 Sep",NA
"5959","Footnotes:","2019 Aug",NA
"5960","Footnotes:","2019 Jul",NA
"5961","Footnotes:","2019 Jun",NA
"5962","Footnotes:","2019 May",NA
"5963","Footnotes:","2019 Apr",NA
"5964","Footnotes:","2019 Mar",NA
"5965","Footnotes:","2019 Feb",NA
"5966","Footnotes:","2019 Jan",NA
"5967","Footnotes:","2018 Dec",NA
"5968","Footnotes:","2018 Nov",NA
"5969","Footnotes:","2018 Oct",NA
"5970","Footnotes:","2018 Sep",NA
"5971","Footnotes:","2018 Aug",NA
"5972","Footnotes:","2018 Jul",NA
"5973","Footnotes:","2018 Jun",NA
"5974","Footnotes:","2018 May",NA
"5975","Footnotes:","2018 Apr",NA
"5976","Footnotes:","2018 Mar",NA
"5977","Footnotes:","2018 Feb",NA
"5978","Footnotes:","2018 Jan",NA
"5979","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2022 Jan",NA
"5980","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2021 Dec",NA
"5981","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2021 Nov",NA
"5982","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2021 Oct",NA
"5983","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2021 Sep",NA
"5984","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2021 Aug",NA
"5985","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2021 Jul",NA
"5986","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2021 Jun",NA
"5987","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2021 May",NA
"5988","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2021 Apr",NA
"5989","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2021 Mar",NA
"5990","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2021 Feb",NA
"5991","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2021 Jan",NA
"5992","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2020 Dec",NA
"5993","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2020 Nov",NA
"5994","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2020 Oct",NA
"5995","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2020 Sep",NA
"5996","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2020 Aug",NA
"5997","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2020 Jul",NA
"5998","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2020 Jun",NA
"5999","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2020 May",NA
"6000","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2020 Apr",NA
"6001","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2020 Mar",NA
"6002","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2020 Feb",NA
"6003","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2020 Jan",NA
"6004","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2019 Dec",NA
"6005","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2019 Nov",NA
"6006","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2019 Oct",NA
"6007","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2019 Sep",NA
"6008","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2019 Aug",NA
"6009","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2019 Jul",NA
"6010","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2019 Jun",NA
"6011","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2019 May",NA
"6012","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2019 Apr",NA
"6013","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2019 Mar",NA
"6014","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2019 Feb",NA
"6015","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2019 Jan",NA
"6016","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2018 Dec",NA
"6017","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2018 Nov",NA
"6018","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2018 Oct",NA
"6019","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2018 Sep",NA
"6020","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2018 Aug",NA
"6021","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2018 Jul",NA
"6022","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2018 Jun",NA
"6023","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2018 May",NA
"6024","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2018 Apr",NA
"6025","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2018 Mar",NA
"6026","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2018 Feb",NA
"6027","Prior to January 2003, merchandise trade data excludes Singapore's merchandise trade with Indonesia.","2018 Jan",NA
"6028","Total Merchandise Imports -> European Union (Million Dollars):","2022 Jan",NA
"6029","Total Merchandise Imports -> European Union (Million Dollars):","2021 Dec",NA
"6030","Total Merchandise Imports -> European Union (Million Dollars):","2021 Nov",NA
"6031","Total Merchandise Imports -> European Union (Million Dollars):","2021 Oct",NA
"6032","Total Merchandise Imports -> European Union (Million Dollars):","2021 Sep",NA
"6033","Total Merchandise Imports -> European Union (Million Dollars):","2021 Aug",NA
"6034","Total Merchandise Imports -> European Union (Million Dollars):","2021 Jul",NA
"6035","Total Merchandise Imports -> European Union (Million Dollars):","2021 Jun",NA
"6036","Total Merchandise Imports -> European Union (Million Dollars):","2021 May",NA
"6037","Total Merchandise Imports -> European Union (Million Dollars):","2021 Apr",NA
"6038","Total Merchandise Imports -> European Union (Million Dollars):","2021 Mar",NA
"6039","Total Merchandise Imports -> European Union (Million Dollars):","2021 Feb",NA
"6040","Total Merchandise Imports -> European Union (Million Dollars):","2021 Jan",NA
"6041","Total Merchandise Imports -> European Union (Million Dollars):","2020 Dec",NA
"6042","Total Merchandise Imports -> European Union (Million Dollars):","2020 Nov",NA
"6043","Total Merchandise Imports -> European Union (Million Dollars):","2020 Oct",NA
"6044","Total Merchandise Imports -> European Union (Million Dollars):","2020 Sep",NA
"6045","Total Merchandise Imports -> European Union (Million Dollars):","2020 Aug",NA
"6046","Total Merchandise Imports -> European Union (Million Dollars):","2020 Jul",NA
"6047","Total Merchandise Imports -> European Union (Million Dollars):","2020 Jun",NA
"6048","Total Merchandise Imports -> European Union (Million Dollars):","2020 May",NA
"6049","Total Merchandise Imports -> European Union (Million Dollars):","2020 Apr",NA
"6050","Total Merchandise Imports -> European Union (Million Dollars):","2020 Mar",NA
"6051","Total Merchandise Imports -> European Union (Million Dollars):","2020 Feb",NA
"6052","Total Merchandise Imports -> European Union (Million Dollars):","2020 Jan",NA
"6053","Total Merchandise Imports -> European Union (Million Dollars):","2019 Dec",NA
"6054","Total Merchandise Imports -> European Union (Million Dollars):","2019 Nov",NA
"6055","Total Merchandise Imports -> European Union (Million Dollars):","2019 Oct",NA
"6056","Total Merchandise Imports -> European Union (Million Dollars):","2019 Sep",NA
"6057","Total Merchandise Imports -> European Union (Million Dollars):","2019 Aug",NA
"6058","Total Merchandise Imports -> European Union (Million Dollars):","2019 Jul",NA
"6059","Total Merchandise Imports -> European Union (Million Dollars):","2019 Jun",NA
"6060","Total Merchandise Imports -> European Union (Million Dollars):","2019 May",NA
"6061","Total Merchandise Imports -> European Union (Million Dollars):","2019 Apr",NA
"6062","Total Merchandise Imports -> European Union (Million Dollars):","2019 Mar",NA
"6063","Total Merchandise Imports -> European Union (Million Dollars):","2019 Feb",NA
"6064","Total Merchandise Imports -> European Union (Million Dollars):","2019 Jan",NA
"6065","Total Merchandise Imports -> European Union (Million Dollars):","2018 Dec",NA
"6066","Total Merchandise Imports -> European Union (Million Dollars):","2018 Nov",NA
"6067","Total Merchandise Imports -> European Union (Million Dollars):","2018 Oct",NA
"6068","Total Merchandise Imports -> European Union (Million Dollars):","2018 Sep",NA
"6069","Total Merchandise Imports -> European Union (Million Dollars):","2018 Aug",NA
"6070","Total Merchandise Imports -> European Union (Million Dollars):","2018 Jul",NA
"6071","Total Merchandise Imports -> European Union (Million Dollars):","2018 Jun",NA
"6072","Total Merchandise Imports -> European Union (Million Dollars):","2018 May",NA
"6073","Total Merchandise Imports -> European Union (Million Dollars):","2018 Apr",NA
"6074","Total Merchandise Imports -> European Union (Million Dollars):","2018 Mar",NA
"6075","Total Merchandise Imports -> European Union (Million Dollars):","2018 Feb",NA
"6076","Total Merchandise Imports -> European Union (Million Dollars):","2018 Jan",NA
"6077","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2022 Jan",NA
"6078","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2021 Dec",NA
"6079","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2021 Nov",NA
"6080","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2021 Oct",NA
"6081","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2021 Sep",NA
"6082","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2021 Aug",NA
"6083","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2021 Jul",NA
"6084","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2021 Jun",NA
"6085","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2021 May",NA
"6086","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2021 Apr",NA
"6087","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2021 Mar",NA
"6088","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2021 Feb",NA
"6089","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2021 Jan",NA
"6090","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2020 Dec",NA
"6091","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2020 Nov",NA
"6092","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2020 Oct",NA
"6093","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2020 Sep",NA
"6094","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2020 Aug",NA
"6095","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2020 Jul",NA
"6096","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2020 Jun",NA
"6097","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2020 May",NA
"6098","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2020 Apr",NA
"6099","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2020 Mar",NA
"6100","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2020 Feb",NA
"6101","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2020 Jan",NA
"6102","The European Union comprises Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Rep, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovak Rep, Slovenia, Spain and Sweden.","2019 Dec",NA
